year,m,g,o
2003,5,0.000000,0.088390
2003,5,0.000000,0.093480
2003,5,0.000000,0.123610
2003,5,0.000000,0.138390
2003,5,0.000000,0.152890
2003,5,0.000000,0.156880
2003,5,0.000000,0.283510
2003,5,0.000000,0.346960
2003,5,0.002200,0.020960
2003,5,0.002710,0.144800
2003,5,0.003420,0.087660
2003,5,0.004850,0.217840
2003,5,0.005320,0.028450
2003,5,0.005510,0.051460
2003,5,0.005580,0.031750
2003,5,0.005700,0.135410
2003,5,0.007120,0.327670
2003,5,0.008150,0.218690
2003,5,0.012180,0.672420
2003,5,0.015420,0.016470
2003,5,0.017630,0.277630
2003,5,0.019370,0.168790
2003,5,0.028120,1.110950
2003,5,0.030460,0.406400
2003,5,0.048320,0.006680
2003,5,0.053270,0.000000
2003,5,0.066190,0.838490
2003,5,0.070100,0.236410
2003,5,0.071490,0.000000
2003,5,0.078560,0.366720
2003,5,0.080470,0.472470
2003,5,0.095330,0.773450
2003,5,0.124950,0.677000
2003,5,0.159730,0.812970
2003,5,0.168840,0.275420
2003,5,0.224550,1.441930
2003,5,0.314400,0.124270
2003,5,0.371130,0.106300
2003,5,0.868610,0.670830
2003,5,0.963490,0.000000
2003,5,1.440550,1.865560
2003,5,5.374000,13.980000
2003,6,0.000000,0.000000
2003,6,0.000000,0.000000
2003,6,0.000000,0.008480
2003,6,0.000000,0.083440
2003,6,0.000000,0.121180
2003,6,0.000000,0.133180
2003,6,0.000000,0.134350
2003,6,0.000000,0.144490
2003,6,0.000000,0.212730
2003,6,0.000000,0.273400
2003,6,0.000000,0.344210
2003,6,0.000470,0.098510
2003,6,0.001970,0.018970
2003,6,0.002220,0.108370
2003,6,0.004880,0.212770
2003,6,0.005390,0.028820
2003,6,0.005510,0.050930
2003,6,0.005550,0.154350
2003,6,0.006490,0.142360
2003,6,0.008340,0.745920
2003,6,0.009020,0.029710
2003,6,0.009950,0.793870
2003,6,0.011050,0.015360
2003,6,0.015560,0.252470
2003,6,0.016370,0.620520
2003,6,0.019060,0.162210
2003,6,0.025420,0.004690
2003,6,0.029090,1.018470
2003,6,0.029750,0.371720
2003,6,0.050220,0.000000
2003,6,0.051690,0.000000
2003,6,0.062170,0.334940
2003,6,0.073530,0.714560
2003,6,0.076140,0.353980
2003,6,0.079810,0.214360
2003,6,0.081300,0.670510
2003,6,0.160260,0.767180
2003,6,0.174060,0.259190
2003,6,0.199320,1.255200
2003,6,0.245430,0.096550
2003,6,0.254040,0.069540
2003,6,0.612570,0.000000
2003,6,0.920370,0.602250
2003,6,0.934360,0.674820
2003,6,4.181000,12.299000
2004,1,0.000000,0.000000
2004,1,0.000000,0.000000
2004,1,0.000000,0.008190
2004,1,0.000000,0.062660
2004,1,0.000000,0.110690
2004,1,0.000000,0.111890
2004,1,0.000000,0.123070
2004,1,0.000000,0.150980
2004,1,0.000000,0.163230
2004,1,0.000000,0.291610
2004,1,0.000000,0.459710
2004,1,0.002000,0.018730
2004,1,0.002200,0.130590
2004,1,0.002840,0.162360
2004,1,0.004920,0.050950
2004,1,0.005160,0.028740
2004,1,0.006240,0.154830
2004,1,0.007450,0.089860
2004,1,0.008550,0.145160
2004,1,0.013060,0.015450
2004,1,0.013170,1.134650
2004,1,0.013980,0.566680
2004,1,0.014600,0.205490
2004,1,0.018210,0.400330
2004,1,0.018970,0.134460
2004,1,0.020190,0.054680
2004,1,0.020520,0.365940
2004,1,0.028400,0.345260
2004,1,0.044630,0.000000
2004,1,0.054140,0.008160
2004,1,0.056280,0.891510
2004,1,0.057200,0.249130
2004,1,0.078830,0.000000
2004,1,0.085070,0.397630
2004,1,0.094350,0.418410
2004,1,0.129760,0.719350
2004,1,0.145520,0.000000
2004,1,0.162150,0.658600
2004,1,0.192720,0.700660
2004,1,0.196490,0.720770
2004,1,0.220480,1.423480
2004,1,0.316570,0.379420
2004,1,0.326600,0.115960
2004,1,0.376530,0.100440
2004,1,0.887800,0.546790
2004,1,1.231900,0.000000
2004,1,2.987340,1.641100
2004,1,7.845000,14.458000
2004,2,0.000000,0.000000
2004,2,0.000000,0.000000
2004,2,0.000000,0.008160
2004,2,0.000000,0.102530
2004,2,0.000000,0.103160
2004,2,0.000000,0.111980
2004,2,0.000000,0.115580
2004,2,0.000000,0.141050
2004,2,0.000000,0.173020
2004,2,0.000000,0.271710
2004,2,0.000000,0.521530
2004,2,0.001700,0.015900
2004,2,0.002290,0.126530
2004,2,0.002670,0.118850
2004,2,0.003880,0.043220
2004,2,0.005170,0.024500
2004,2,0.005460,0.150760
2004,2,0.005900,0.080390
2004,2,0.008130,0.149570
2004,2,0.009890,0.997240
2004,2,0.011740,0.013040
2004,2,0.012470,0.505050
2004,2,0.016620,0.395360
2004,2,0.017270,0.042800
2004,2,0.018350,0.225850
2004,2,0.019820,0.346680
2004,2,0.021280,0.129340
2004,2,0.023970,0.293770
2004,2,0.046140,0.007000
2004,2,0.049780,0.000000
2004,2,0.056880,0.689400
2004,2,0.060630,0.818580
2004,2,0.061840,0.241710
2004,2,0.064260,0.000000
2004,2,0.075470,0.314320
2004,2,0.080860,0.384890
2004,2,0.096360,0.609550
2004,2,0.128710,0.000000
2004,2,0.165790,0.639140
2004,2,0.215950,1.377220
2004,2,0.256000,0.864570
2004,2,0.271190,0.100700
2004,2,0.286900,0.090880
2004,2,0.322320,0.354910
2004,2,0.881240,0.498580
2004,2,1.059130,0.000000
2004,2,2.812170,1.544890
2004,2,7.178000,13.744000
2004,3,0.000000,0.000000
2004,3,0.000000,0.000000
2004,3,0.000000,0.005110
2004,3,0.000000,0.088660
2004,3,0.000000,0.108110
2004,3,0.000000,0.110210
2004,3,0.000000,0.112330
2004,3,0.000000,0.142020
2004,3,0.000000,0.193800
2004,3,0.000000,0.281710
2004,3,0.000000,0.618180
2004,3,0.000420,0.131500
2004,3,0.001730,0.016140
2004,3,0.003290,0.042120
2004,3,0.003690,0.115580
2004,3,0.003760,0.095270
2004,3,0.004720,0.025480
2004,3,0.005690,0.147960
2004,3,0.007500,0.089920
2004,3,0.010760,0.036070
2004,3,0.013560,0.015670
2004,3,0.013680,0.565500
2004,3,0.015780,1.078380
2004,3,0.016710,0.212220
2004,3,0.017220,0.403900
2004,3,0.018560,0.121810
2004,3,0.022470,0.366760
2004,3,0.023840,0.004880
2004,3,0.026860,0.010520
2004,3,0.027570,0.331570
2004,3,0.056770,0.000000
2004,3,0.066070,0.833090
2004,3,0.069850,0.745960
2004,3,0.072050,0.323360
2004,3,0.075030,0.000000
2004,3,0.076860,0.249110
2004,3,0.086240,0.407160
2004,3,0.107590,0.640820
2004,3,0.144510,0.569870
2004,3,0.158780,0.797380
2004,3,0.159420,0.000000
2004,3,0.234430,1.474710
2004,3,0.296210,0.095690
2004,3,0.353590,0.368110
2004,3,0.358460,0.098730
2004,3,0.951580,0.516620
2004,3,1.222310,0.000000
2004,3,2.933060,1.585510
2004,3,7.661000,14.177000
2004,4,0.000000,0.000000
2004,4,0.000000,0.000000
2004,4,0.000000,0.005630
2004,4,0.000000,0.061090
2004,4,0.000000,0.071100
2004,4,0.000000,0.088150
2004,4,0.000000,0.089390
2004,4,0.000000,0.103620
2004,4,0.000000,0.107420
2004,4,0.000000,0.159890
2004,4,0.000000,0.165810
2004,4,0.000000,0.267690
2004,4,0.000000,0.467680
2004,4,0.000000,0.543380
2004,4,0.001170,0.010920
2004,4,0.002210,0.137130
2004,4,0.003770,0.042600
2004,4,0.004030,0.087240
2004,4,0.004390,0.023360
2004,4,0.005850,0.157370
2004,4,0.006020,0.102140
2004,4,0.007370,0.145910
2004,4,0.011860,0.001910
2004,4,0.012670,0.016040
2004,4,0.015650,0.037750
2004,4,0.016150,1.098680
2004,4,0.019060,0.808350
2004,4,0.020990,0.672710
2004,4,0.025870,0.509610
2004,4,0.026210,0.372140
2004,4,0.026470,0.327120
2004,4,0.051140,0.267080
2004,4,0.053810,0.738420
2004,4,0.057570,0.021430
2004,4,0.068430,0.000000
2004,4,0.070420,0.000000
2004,4,0.078530,0.436970
2004,4,0.079440,0.382920
2004,4,0.090610,0.571280
2004,4,0.111600,0.615710
2004,4,0.119730,0.000000
2004,4,0.135220,0.323010
2004,4,0.222650,1.425850
2004,4,0.298420,0.090600
2004,4,0.368450,0.088250
2004,4,0.914150,0.466940
2004,4,1.109370,0.000000
2004,4,2.374880,1.589930
2004,4,6.414000,13.700000
2004,5,0.000000,0.000000
2004,5,0.000000,0.000000
2004,5,0.000000,0.009540
2004,5,0.000000,0.045550
2004,5,0.000000,0.080210
2004,5,0.000000,0.085170
2004,5,0.000000,0.102810
2004,5,0.000000,0.154950
2004,5,0.000000,0.180980
2004,5,0.000000,0.252510
2004,5,0.000000,0.478450
2004,5,0.000690,0.116990
2004,5,0.001180,0.174220
2004,5,0.001470,0.120020
2004,5,0.002130,0.019740
2004,5,0.002870,0.098160
2004,5,0.004970,0.026530
2004,5,0.005200,0.049420
2004,5,0.005240,0.148950
2004,5,0.006140,0.100320
2004,5,0.009620,0.834750
2004,5,0.010530,0.143390
2004,5,0.012790,0.014180
2004,5,0.014050,0.030760
2004,5,0.020790,0.724810
2004,5,0.025360,0.552900
2004,5,0.026990,0.327670
2004,5,0.031080,0.403950
2004,5,0.031800,0.003970
2004,5,0.037990,1.153600
2004,5,0.053730,0.722250
2004,5,0.064750,0.023700
2004,5,0.072160,0.374240
2004,5,0.075480,0.000000
2004,5,0.076360,0.257420
2004,5,0.083850,0.599570
2004,5,0.085280,0.400960
2004,5,0.101020,0.000000
2004,5,0.141760,0.559960
2004,5,0.156620,0.000000
2004,5,0.230240,0.369750
2004,5,0.230880,1.480620
2004,5,0.245960,0.818330
2004,5,0.251660,0.068340
2004,5,0.280500,0.081650
2004,5,0.892060,0.522090
2004,5,1.069790,0.000000
2004,5,1.971600,1.341690
2004,5,6.335000,14.055000
2004,6,0.000000,0.000000
2004,6,0.000000,0.000000
2004,6,0.000000,0.007680
2004,6,0.000000,0.085330
2004,6,0.000000,0.098090
2004,6,0.000000,0.101840
2004,6,0.000000,0.130770
2004,6,0.000000,0.135510
2004,6,0.000000,0.142230
2004,6,0.000000,0.254500
2004,6,0.000000,0.520590
2004,6,0.000010,0.087990
2004,6,0.001010,0.803510
2004,6,0.001200,0.133370
2004,6,0.001750,0.016630
2004,6,0.004270,0.088240
2004,6,0.005000,0.027300
2004,6,0.005100,0.049720
2004,6,0.005880,0.146810
2004,6,0.007550,0.011330
2004,6,0.009350,0.147290
2004,6,0.011800,0.026830
2004,6,0.013110,0.193330
2004,6,0.014400,0.787340
2004,6,0.016240,0.279480
2004,6,0.017000,0.125500
2004,6,0.021830,0.757660
2004,6,0.024630,0.537210
2004,6,0.026530,0.321540
2004,6,0.031390,0.005400
2004,6,0.057210,0.612310
2004,6,0.059580,0.022960
2004,6,0.064590,0.714450
2004,6,0.078040,0.000000
2004,6,0.084160,0.399240
2004,6,0.087170,0.278310
2004,6,0.088160,0.422140
2004,6,0.132420,0.000000
2004,6,0.148860,0.000000
2004,6,0.157910,0.608550
2004,6,0.189690,0.338740
2004,6,0.196610,0.714640
2004,6,0.220090,1.423860
2004,6,0.273590,0.082520
2004,6,0.376110,0.089000
2004,6,0.873730,0.471470
2004,6,1.171820,0.000000
2004,6,1.198960,1.564010
2004,6,5.677000,13.765000
2005,1,0.000000,0.000000
2005,1,0.000000,0.000000
2005,1,0.000000,0.007650
2005,1,0.000000,0.066410
2005,1,0.000000,0.072600
2005,1,0.000000,0.072700
2005,1,0.000000,0.096700
2005,1,0.000000,0.102630
2005,1,0.000000,0.116940
2005,1,0.000000,0.165130
2005,1,0.000000,0.193690
2005,1,0.000000,0.757200
2005,1,0.001870,0.017220
2005,1,0.002380,0.017330
2005,1,0.003900,0.110510
2005,1,0.003950,0.079060
2005,1,0.004050,0.134860
2005,1,0.004910,0.403710
2005,1,0.008050,0.137880
2005,1,0.009790,0.129860
2005,1,0.011860,0.065750
2005,1,0.012930,0.015460
2005,1,0.013430,0.028330
2005,1,0.014960,0.516770
2005,1,0.020190,0.248240
2005,1,0.022370,0.571910
2005,1,0.025780,0.192990
2005,1,0.032490,0.086310
2005,1,0.036650,0.005700
2005,1,0.039940,0.754920
2005,1,0.065540,0.345380
2005,1,0.068820,0.806900
2005,1,0.079280,0.000000
2005,1,0.080090,0.496960
2005,1,0.088130,0.322830
2005,1,0.092180,0.478430
2005,1,0.118820,0.030930
2005,1,0.150160,0.000000
2005,1,0.169430,0.698450
2005,1,0.192550,0.555330
2005,1,0.225020,1.379150
2005,1,0.247790,0.065030
2005,1,0.268520,0.136290
2005,1,0.313790,0.059360
2005,1,0.341540,0.381290
2005,1,0.918990,0.432980
2005,1,1.194030,0.000000
2005,1,2.853140,1.285120
2005,1,7.737000,12.643000
2005,2,0.000000,0.000000
2005,2,0.000000,0.000000
2005,2,0.000000,0.005720
2005,2,0.000000,0.005770
2005,2,0.000000,0.057100
2005,2,0.000000,0.060930
2005,2,0.000000,0.079330
2005,2,0.000000,0.083040
2005,2,0.000000,0.102960
2005,2,0.000000,0.105990
2005,2,0.000000,0.132230
2005,2,0.000000,0.166080
2005,2,0.000000,0.742170
2005,2,0.001920,0.017350
2005,2,0.003310,0.067280
2005,2,0.003670,0.096960
2005,2,0.004620,0.022590
2005,2,0.007630,0.104770
2005,2,0.010750,0.059990
2005,2,0.011250,0.013840
2005,2,0.012180,0.022220
2005,2,0.012240,0.268380
2005,2,0.013000,0.112580
2005,2,0.015970,0.568860
2005,2,0.018110,0.224460
2005,2,0.018400,0.135200
2005,2,0.022020,0.550000
2005,2,0.029480,0.094380
2005,2,0.033400,0.620870
2005,2,0.034490,0.664300
2005,2,0.044050,0.006510
2005,2,0.048470,0.303440
2005,2,0.054210,0.705790
2005,2,0.071330,0.281610
2005,2,0.073360,0.000000
2005,2,0.083290,0.435500
2005,2,0.083300,0.442100
2005,2,0.105510,0.028000
2005,2,0.136960,0.470740
2005,2,0.139270,0.000000
2005,2,0.192990,1.213400
2005,2,0.197360,0.624410
2005,2,0.198350,0.052220
2005,2,0.254630,0.320010
2005,2,0.300500,0.055060
2005,2,0.343300,0.167020
2005,2,0.826870,0.388830
2005,2,1.083080,0.000000
2005,2,2.591470,1.146090
2005,2,7.081000,11.826000
2005,3,0.000000,0.000000
2005,3,0.000000,0.000000
2005,3,0.000000,0.005100
2005,3,0.000000,0.071080
2005,3,0.000000,0.076510
2005,3,0.000000,0.084170
2005,3,0.000000,0.112350
2005,3,0.000000,0.127810
2005,3,0.000000,0.134090
2005,3,0.000000,0.156800
2005,3,0.000000,0.173500
2005,3,0.000000,0.896900
2005,3,0.002100,0.018760
2005,3,0.003830,0.075540
2005,3,0.004100,0.116150
2005,3,0.004540,0.023290
2005,3,0.007610,0.128160
2005,3,0.008020,0.031020
2005,3,0.011540,0.014010
2005,3,0.011810,0.125370
2005,3,0.012620,0.024900
2005,3,0.013440,0.467440
2005,3,0.013480,0.071590
2005,3,0.019360,0.237390
2005,3,0.020170,0.379450
2005,3,0.024370,0.183190
2005,3,0.025680,0.616800
2005,3,0.027840,0.786090
2005,3,0.031640,0.092420
2005,3,0.034420,0.698750
2005,3,0.043260,0.007240
2005,3,0.052090,0.352210
2005,3,0.059380,0.759760
2005,3,0.062640,0.000000
2005,3,0.081760,0.329660
2005,3,0.089150,0.456110
2005,3,0.095180,0.488080
2005,3,0.131710,0.033140
2005,3,0.154810,0.000000
2005,3,0.221570,1.373520
2005,3,0.222070,0.057140
2005,3,0.223860,0.518930
2005,3,0.292410,0.710270
2005,3,0.313120,0.054940
2005,3,0.326550,0.365230
2005,3,0.355110,0.178900
2005,3,1.009190,0.416430
2005,3,1.113550,0.000000
2005,3,2.828380,1.357590
2005,3,7.952000,13.388000
2005,4,0.000000,0.000000
2005,4,0.000000,0.000000
2005,4,0.000000,0.001570
2005,4,0.000000,0.005100
2005,4,0.000000,0.065940
2005,4,0.000000,0.081800
2005,4,0.000000,0.089710
2005,4,0.000000,0.116180
2005,4,0.000000,0.133500
2005,4,0.000000,0.159570
2005,4,0.000000,0.174780
2005,4,0.000000,0.897090
2005,4,0.001940,0.017270
2005,4,0.003710,0.065570
2005,4,0.003730,0.102800
2005,4,0.004150,0.021860
2005,4,0.004280,0.167610
2005,4,0.005200,0.007840
2005,4,0.008420,0.040520
2005,4,0.010590,0.115950
2005,4,0.010640,0.019660
2005,4,0.011980,0.061880
2005,4,0.013800,0.302580
2005,4,0.015800,0.569480
2005,4,0.019780,0.173180
2005,4,0.022380,0.270120
2005,4,0.023780,0.588150
2005,4,0.027010,0.094880
2005,4,0.033100,0.726370
2005,4,0.033990,0.005640
2005,4,0.034560,0.812500
2005,4,0.049350,0.736490
2005,4,0.051980,0.341110
2005,4,0.073220,0.000000
2005,4,0.080400,0.415710
2005,4,0.081180,0.314810
2005,4,0.083110,0.468060
2005,4,0.093410,0.457420
2005,4,0.125190,0.030820
2005,4,0.150360,0.000000
2005,4,0.206540,0.050990
2005,4,0.215340,1.323670
2005,4,0.282200,0.329530
2005,4,0.300510,0.051890
2005,4,0.323940,0.670550
2005,4,0.339770,0.171820
2005,4,0.963660,0.390910
2005,4,1.245460,0.000000
2005,4,2.672050,1.248570
2005,4,7.626000,12.891000
2005,5,0.000000,0.000000
2005,5,0.000000,0.000000
2005,5,0.000000,0.000370
2005,5,0.000000,0.005110
2005,5,0.000000,0.063420
2005,5,0.000000,0.081110
2005,5,0.000000,0.096110
2005,5,0.000000,0.104830
2005,5,0.000000,0.113880
2005,5,0.000000,0.159240
2005,5,0.000000,0.159960
2005,5,0.000000,0.165940
2005,5,0.000000,0.901850
2005,5,0.001470,0.013460
2005,5,0.001660,0.164990
2005,5,0.003010,0.080030
2005,5,0.004040,0.062350
2005,5,0.004550,0.024220
2005,5,0.008540,0.051470
2005,5,0.009510,0.045400
2005,5,0.009790,0.369600
2005,5,0.010250,0.733810
2005,5,0.010980,0.023370
2005,5,0.013310,0.150830
2005,5,0.013410,0.308580
2005,5,0.017700,0.595610
2005,5,0.018160,0.708100
2005,5,0.023270,0.280450
2005,5,0.024100,0.171850
2005,5,0.030320,0.004300
2005,5,0.033720,0.102860
2005,5,0.042790,0.847410
2005,5,0.057430,0.343150
2005,5,0.073150,0.000000
2005,5,0.079110,0.323670
2005,5,0.083860,0.425760
2005,5,0.099010,0.565670
2005,5,0.139660,0.033290
2005,5,0.151150,0.000000
2005,5,0.157760,0.040860
2005,5,0.163530,0.470350
2005,5,0.209860,0.329340
2005,5,0.226340,1.402660
2005,5,0.238950,0.039830
2005,5,0.349390,0.173800
2005,5,0.400830,0.649930
2005,5,0.893580,0.397710
2005,5,1.156880,0.000000
2005,5,2.452560,1.269340
2005,5,7.214000,13.056000
2005,6,0.000000,0.000000
2005,6,0.000000,0.000000
2005,6,0.000000,0.000000
2005,6,0.000000,0.006730
2005,6,0.000000,0.060410
2005,6,0.000000,0.078370
2005,6,0.000000,0.082340
2005,6,0.000000,0.084330
2005,6,0.000000,0.107460
2005,6,0.000000,0.146960
2005,6,0.000000,0.152660
2005,6,0.000000,0.175770
2005,6,0.000000,0.414330
2005,6,0.000000,0.435700
2005,6,0.000000,0.690940
2005,6,0.000360,0.003330
2005,6,0.000650,0.042020
2005,6,0.001260,0.037550
2005,6,0.002540,0.048000
2005,6,0.003870,0.022180
2005,6,0.004100,0.062740
2005,6,0.004670,0.042650
2005,6,0.005040,0.001290
2005,6,0.009840,0.020700
2005,6,0.010360,0.058900
2005,6,0.012670,0.312770
2005,6,0.013660,0.007210
2005,6,0.015340,0.587940
2005,6,0.016820,0.571660
2005,6,0.019960,0.161720
2005,6,0.020470,0.254340
2005,6,0.027040,0.173550
2005,6,0.028680,0.101830
2005,6,0.028810,0.006040
2005,6,0.037710,0.692320
2005,6,0.062760,0.283090
2005,6,0.072310,0.000000
2005,6,0.077510,0.405010
2005,6,0.086050,0.543610
2005,6,0.107640,0.018430
2005,6,0.123880,0.421650
2005,6,0.141520,0.000000
2005,6,0.168330,0.381730
2005,6,0.168660,0.085160
2005,6,0.211750,1.330380
2005,6,0.255850,0.339500
2005,6,0.794480,0.360810
2005,6,1.269720,0.000000
2005,6,1.547440,0.919110
2005,6,5.352000,10.733000
2006,1,0.000000,0.000000
2006,1,0.000000,0.000000
2006,1,0.000000,0.010120
2006,1,0.000000,0.039990
2006,1,0.000000,0.057990
2006,1,0.000000,0.095170
2006,1,0.000000,0.097430
2006,1,0.000000,0.114670
2006,1,0.000000,0.136940
2006,1,0.000000,0.155740
2006,1,0.000000,1.052940
2006,1,0.001150,0.004760
2006,1,0.001240,0.011060
2006,1,0.001840,0.052300
2006,1,0.002190,0.118450
2006,1,0.002860,0.031480
2006,1,0.005490,0.061590
2006,1,0.006020,0.000510
2006,1,0.006280,0.162140
2006,1,0.009210,0.429480
2006,1,0.011780,0.111180
2006,1,0.012800,0.027680
2006,1,0.012960,0.072360
2006,1,0.013060,0.017410
2006,1,0.018240,0.834830
2006,1,0.019360,0.707700
2006,1,0.019430,0.360480
2006,1,0.020870,0.629410
2006,1,0.020980,0.260720
2006,1,0.022150,0.146080
2006,1,0.026090,0.270950
2006,1,0.036090,0.089530
2006,1,0.046410,0.217810
2006,1,0.056190,0.700570
2006,1,0.060020,0.081960
2006,1,0.070590,0.376340
2006,1,0.073860,0.000000
2006,1,0.077960,0.371960
2006,1,0.111140,0.023970
2006,1,0.125420,0.000000
2006,1,0.157260,0.000000
2006,1,0.165370,0.039140
2006,1,0.195540,0.407700
2006,1,0.203240,1.338000
2006,1,0.250850,0.035200
2006,1,0.335630,0.291570
2006,1,0.513020,0.256370
2006,1,0.544970,0.591170
2006,1,0.735030,0.351530
2006,1,1.298240,0.000000
2006,1,2.939290,1.036170
2006,1,8.230000,12.281000
2006,2,0.000000,0.000000
2006,2,0.000000,0.000000
2006,2,0.000000,0.000000
2006,2,0.000000,0.006850
2006,2,0.000000,0.031330
2006,2,0.000000,0.053550
2006,2,0.000000,0.077970
2006,2,0.000000,0.085690
2006,2,0.000000,0.089390
2006,2,0.000000,0.118430
2006,2,0.000000,0.126250
2006,2,0.000000,0.944120
2006,2,0.001050,0.009440
2006,2,0.001790,0.046970
2006,2,0.003220,0.029710
2006,2,0.003800,0.107280
2006,2,0.004490,0.058990
2006,2,0.004890,0.020090
2006,2,0.005550,0.000720
2006,2,0.007370,0.119770
2006,2,0.008080,0.068670
2006,2,0.010340,0.206020
2006,2,0.011380,0.061950
2006,2,0.011410,0.101640
2006,2,0.011580,0.402710
2006,2,0.012510,0.540350
2006,2,0.013750,0.032340
2006,2,0.014180,0.688830
2006,2,0.015740,0.017270
2006,2,0.017440,0.213820
2006,2,0.017520,0.306950
2006,2,0.033160,0.538340
2006,2,0.040780,0.390040
2006,2,0.047740,0.543750
2006,2,0.056160,0.315940
2006,2,0.056260,0.230740
2006,2,0.061290,0.000000
2006,2,0.070230,0.329810
2006,2,0.083550,0.018440
2006,2,0.122680,0.027400
2006,2,0.135830,0.000000
2006,2,0.175050,0.353010
2006,2,0.175770,0.000000
2006,2,0.194390,0.024430
2006,2,0.196620,1.246630
2006,2,0.358190,0.246340
2006,2,0.450780,0.219510
2006,2,0.561960,0.537140
2006,2,0.889040,0.343880
2006,2,1.161590,0.000000
2006,2,2.442400,0.912570
2006,2,7.490000,10.845000
2006,3,0.000000,0.000000
2006,3,0.000000,0.000000
2006,3,0.000000,0.000000
2006,3,0.000000,0.000000
2006,3,0.000000,0.006740
2006,3,0.000000,0.040160
2006,3,0.000000,0.042350
2006,3,0.000000,0.069720
2006,3,0.000000,0.086330
2006,3,0.000000,0.093830
2006,3,0.000000,0.120940
2006,3,0.000000,0.129440
2006,3,0.000000,1.126650
2006,3,0.000870,0.024420
2006,3,0.001190,0.010880
2006,3,0.001780,0.050090
2006,3,0.002880,0.028610
2006,3,0.004510,0.000670
2006,3,0.005560,0.063080
2006,3,0.005600,0.103650
2006,3,0.009240,0.195940
2006,3,0.010120,0.055540
2006,3,0.011940,0.424040
2006,3,0.012590,0.109090
2006,3,0.014060,0.278820
2006,3,0.015180,0.684470
2006,3,0.015820,0.034050
2006,3,0.015930,0.213910
2006,3,0.020830,0.122780
2006,3,0.021340,0.586420
2006,3,0.021610,0.022130
2006,3,0.035720,0.074300
2006,3,0.041010,0.719560
2006,3,0.048260,0.624230
2006,3,0.052580,0.243020
2006,3,0.057190,0.546480
2006,3,0.059660,0.334080
2006,3,0.068510,0.337790
2006,3,0.069320,0.000000
2006,3,0.089430,0.021190
2006,3,0.137200,0.031180
2006,3,0.153710,0.000000
2006,3,0.184690,0.428380
2006,3,0.189220,0.000000
2006,3,0.200700,1.305710
2006,3,0.265030,0.035000
2006,3,0.368940,0.305430
2006,3,0.380410,0.628880
2006,3,0.582350,0.290300
2006,3,0.990390,0.397070
2006,3,1.210390,0.000000
2006,3,2.719460,0.966450
2006,3,8.095000,12.014000
2006,4,0.000000,0.000000
2006,4,0.000000,0.000000
2006,4,0.000000,0.000000
2006,4,0.000000,0.000000
2006,4,0.000000,0.000000
2006,4,0.000000,0.004740
2006,4,0.000000,0.041780
2006,4,0.000000,0.054340
2006,4,0.000000,0.056520
2006,4,0.000000,0.077960
2006,4,0.000000,0.088940
2006,4,0.000000,0.097030
2006,4,0.000000,0.132110
2006,4,0.000000,0.204220
2006,4,0.000000,1.029620
2006,4,0.001180,0.010430
2006,4,0.001790,0.049210
2006,4,0.003050,0.075460
2006,4,0.003590,0.057560
2006,4,0.003640,0.031990
2006,4,0.004850,0.088440
2006,4,0.005530,0.154340
2006,4,0.008080,0.001500
2006,4,0.009910,0.053530
2006,4,0.011180,0.101460
2006,4,0.011470,0.400620
2006,4,0.012680,0.162460
2006,4,0.014470,0.032990
2006,4,0.016680,0.021950
2006,4,0.020490,0.126190
2006,4,0.022320,0.527790
2006,4,0.032060,0.009730
2006,4,0.036410,0.096080
2006,4,0.038220,0.711500
2006,4,0.039390,0.564300
2006,4,0.053630,0.519340
2006,4,0.053970,0.252810
2006,4,0.059070,0.308850
2006,4,0.065240,0.000000
2006,4,0.069900,0.352000
2006,4,0.104170,0.026740
2006,4,0.146790,0.000000
2006,4,0.169210,0.334500
2006,4,0.184750,0.024470
2006,4,0.197210,0.000000
2006,4,0.234790,1.379600
2006,4,0.262900,0.599990
2006,4,0.314200,0.268830
2006,4,0.320490,0.157190
2006,4,0.826060,0.328010
2006,4,1.233750,0.000000
2006,4,2.596630,0.991060
2006,4,7.190000,10.608000
2006,5,-0.017220,0.531380
2006,5,0.000000,0.000000
2006,5,0.000000,0.000000
2006,5,0.000000,0.007710
2006,5,0.000000,0.040230
2006,5,0.000000,0.044230
2006,5,0.000000,0.054320
2006,5,0.000000,0.090930
2006,5,0.000000,0.095870
2006,5,0.000000,0.134460
2006,5,0.000000,0.134620
2006,5,0.000000,1.134760
2006,5,0.001180,0.010730
2006,5,0.001830,0.046230
2006,5,0.002370,0.012780
2006,5,0.002710,0.088250
2006,5,0.003580,0.091250
2006,5,0.004280,0.057370
2006,5,0.005190,0.037010
2006,5,0.006820,0.011750
2006,5,0.007240,0.089520
2006,5,0.007710,0.000520
2006,5,0.008100,0.010890
2006,5,0.008280,0.176980
2006,5,0.010090,0.262380
2006,5,0.011770,0.404990
2006,5,0.012310,0.061290
2006,5,0.012650,0.166290
2006,5,0.015310,0.030360
2006,5,0.019730,0.131380
2006,5,0.020160,0.564990
2006,5,0.020980,0.545950
2006,5,0.037970,0.610840
2006,5,0.038500,0.131730
2006,5,0.040080,0.706260
2006,5,0.053470,0.490950
2006,5,0.055940,0.261270
2006,5,0.065520,0.349280
2006,5,0.065980,0.000000
2006,5,0.069100,0.358210
2006,5,0.097170,0.022160
2006,5,0.112310,0.023070
2006,5,0.146640,0.000000
2006,5,0.167280,0.000000
